timestamp,instance,run,fitness,feasible,n_cols,iters,evals,time_s,problem,transfer,rule,infeasible,varmin,varmax,pop,chaos,maxfes,stagnation,seed
2026-09-02T10:50:51,42,15,524.0,1,63,301,6010,6.168,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2039
2026-09-02T10:50:58,42,16,522.0,1,62,301,6010,6.617,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2040
2026-09-02T10:51:03,42,17,523.0,1,64,301,6010,5.702,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2041
2026-09-02T10:51:09,42,18,514.0,1,61,301,6010,5.891,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2042
2026-09-02T10:51:15,42,19,525.0,1,65,301,6010,5.683,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2043
2026-09-02T10:51:21,42,20,525.0,1,65,301,6010,5.716,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2044
2026-09-02T10:51:26,42,21,525.0,1,65,301,6010,5.603,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2045
2026-09-02T10:51:32,42,22,522.0,1,62,301,6010,5.766,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2046
2026-09-02T10:51:38,42,23,524.0,1,63,301,6010,5.615,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2047
2026-09-02T10:51:44,42,24,524.0,1,63,301,6010,6.406,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2048
2026-09-02T10:51:50,42,25,524.0,1,63,301,6010,6.245,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2049
2026-09-02T10:51:56,42,26,522.0,1,62,301,6010,6.101,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2050
2026-09-02T10:52:02,42,27,524.0,1,63,301,6010,6.037,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2051
2026-09-02T10:52:09,42,28,524.0,1,63,301,6010,6.098,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2052
2026-09-02T10:52:15,42,29,525.0,1,65,301,6010,6.003,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2053
2026-09-02T10:52:20,42,30,522.0,1,62,301,6010,5.516,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2054
2026-09-02T10:52:26,42,31,524.0,1,63,301,6010,5.627,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2055
2026-09-02T10:52:34,51,1,269.0,1,67,301,6010,7.571,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2025
2026-09-02T10:52:43,51,2,266.0,1,69,301,6010,8.441,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2026
2026-09-02T10:52:50,51,3,266.0,1,69,301,6010,7.457,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2027
2026-09-02T10:52:58,51,4,267.0,1,65,301,6010,7.719,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2028
2026-09-02T10:53:06,51,5,267.0,1,68,301,6010,7.809,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2029
2026-09-02T10:53:13,51,6,264.0,1,68,301,6010,7.579,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2030
2026-09-02T10:53:21,51,7,266.0,1,69,301,6010,7.93,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2031
2026-09-02T10:53:29,51,8,267.0,1,69,301,6010,8.069,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2032
2026-09-02T10:53:37,51,9,256.0,1,63,301,6010,8.04,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2033
2026-09-02T10:53:45,51,10,266.0,1,67,301,6010,7.944,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2034
2026-09-02T10:53:53,51,11,267.0,1,65,301,6010,7.541,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2035
2026-09-02T10:54:01,51,12,267.0,1,69,301,6010,8.488,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2036
2026-09-02T10:54:09,51,13,267.0,1,68,301,6010,8.231,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2037
2026-09-02T10:54:18,51,14,266.0,1,70,301,6010,8.112,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2038
2026-09-02T10:54:26,51,15,267.0,1,66,301,6010,8.074,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2039
2026-09-02T10:54:33,51,16,264.0,1,68,301,6010,7.73,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2040
2026-09-02T10:54:42,51,17,267.0,1,68,301,6010,8.125,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2041
2026-09-02T10:54:50,51,18,267.0,1,69,301,6010,8.044,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2042
2026-09-02T10:54:58,51,19,267.0,1,69,301,6010,7.999,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2043
2026-09-02T10:55:05,51,20,253.0,1,62,301,6010,7.839,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2044
2026-09-02T10:55:13,51,21,268.0,1,69,301,6010,7.977,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2045
2026-09-02T10:55:21,51,22,263.0,1,67,301,6010,7.757,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2046
2026-09-02T10:55:29,51,23,267.0,1,67,301,6010,8.04,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2047
2026-09-02T10:55:37,51,24,266.0,1,70,301,6010,8.158,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2048
2026-09-02T10:55:46,51,25,267.0,1,68,301,6010,8.311,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2049
2026-09-02T10:55:54,51,26,266.0,1,69,301,6010,8.269,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2050
2026-09-02T10:56:02,51,27,264.0,1,69,301,6010,7.777,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2051
2026-09-02T10:56:10,51,28,267.0,1,69,301,6010,8.202,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2052
2026-09-02T10:56:18,51,29,263.0,1,64,301,6010,7.899,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2053
2026-09-02T10:56:26,51,30,266.0,1,69,301,6010,7.932,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2054
2026-09-02T10:56:34,51,31,256.0,1,66,301,6010,7.953,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2055
2026-09-02T10:56:43,52,1,315.0,1,67,301,6010,7.992,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2025
